id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score
tncys06,3 : Secondary education,3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,2 : Subsidised Home Ownership Housing,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),0,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Rarely,3 : 3 = Moderately familiar,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,3,1,2,4,4,1,1,1,0,3,4,4,4,3,4,4,4,4,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,4,4,4,4,3,3.1,3,3,4,-0.12501109068822228,2.5,2.5,2.5,2.5,3.0,-1.2892040998778147,-0.3245667732534166,-1.1620873054874024,-0.42454033452911233
axm22,3 : Secondary education,3 : Secondary education,"5 : HKD 50,000 or above",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,2 : 2 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,5 : 5 = Very often,5 : 5 = Very often,5 : 5 = Very often,2 : 2 = Slightly available,2 : 2 = Rarely,1 : 1 = Never,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,3,3,5,2,3,2,4,1,1,1,1,1,5,2,5,2,2,1,4,1,5,3,3,5,5,5,2,2,1,5,5,5,4,4,5,5,5,5,2,4,5,4.4,3,3,4,0.13463210166487588,3.0,5.0,3.5,1.5,5.0,1.6339854582838569,0.7194452694150066,-0.917615358891636,1.047910531628337
os,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,2 : 2 people,3 : 400–599 square feet (37–56 m$^2$),"3 : No, I had limited or no access.",2 : Generally stable but occasionally unreliable,1,1,1,0,4 : Often (above 67\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,1 : 1 = Never,1 : 1 = Not at all familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,1 : 1 = Not available at all,1 : 1 = Never,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,4,1,3,2,3,3,2,4,1,1,4,4,4,1,3,4,4,3,3,1,1,4,4,3,1,1,2,3,3,5,2,5,2,3,4,4,3,4,3,3.5,1,2,1,-1.5835710419769755,1.0,4.0,2.0,1.5,3.0,-0.08723396168157847,-0.43115118159056265,-0.976111852895078,-0.42107245792092074
Anyaz22,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"3 : No, I had limited or no access.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,4 : 4 = Very familiar,5 : 5 = Very often,5 : 5 = Very often,4 : 4 = Often,4 : 4 = Very available,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,3,4,1,3,3,5,3,2,1,1,3,4,2,3,4,2,4,5,2,4,2,4,5,5,4,4,5,3,3,4,3,4,2,2,4,4,3,2,5,4,3.3,1,2,4,-0.8695961957866345,3.0,5.0,4.0,4.0,3.5,0.03538391901199654,0.43388219636244335,-1.0458474907052564,0.45551398388396436
prkyn14,5 : Bachelor's degree,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,4 : Private Housing – Rented,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,4 : 4 = Very familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,1 : 1 = Never,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,3,5,1,4,4,5,1,1,1,1,3,3,3,2,4,1,2,2,2,4,4,4,4,3,2,2,1,2,3,3,3,3,2,4,4,3,2,1,2,4,2.8,3,3,4,0.47973055273833015,4.0,3.5,2.0,1.5,3.0,0.2625035979314734,-1.6409751332627776,-0.45553825639020434,0.3936553974571866
ghwus20,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"2 : Yes, but I shared it with family members.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Often,2 : 2 = Slightly familiar,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Rarely,4 : 4 = Very available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,6,5,1,3,3,5,2,1,1,1,4,3,4,2,2,4,2,4,4,2,4,2,3,2,2,4,4,4,3,3,2,2,4,4,2,3,2,4,4,2,2.9,2,3,4,0.5727117042439273,3.0,2.5,3.0,4.0,3.0,-1.21480424738346,-1.4979032223404147,1.218243668172271,1.0760051323757793
pgsea05,6 : Postgraduate degree,6 : Postgraduate degree,"3 : HKD 14,800–31,999",2 : Direct Subsidy Scheme (DSS) school,4 : Private Housing – Rented,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,1 : 1 = Not comfortable at all,3 : 3 = Sometimes,1111,6,6,3,2,4,3,2,1,1,1,1,3,2,3,4,4,4,4,4,2,4,3,3,4,4,4,3,3,2,1,3,3,3,2,2,4,2,4,4,4,4,3.2,3,3,4,0.33230160708932605,3.0,4.0,3.5,2.5,2.0,-0.3676012877891696,-0.16245852713531983,1.1131149494457628,-0.1548426045957178
kgfnw15,2 : Primary education,3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,1,1 : Never (0\%),1,3 : 3 = Not sure,5 : 5 = Strongly agree,4 : 4 = Agree,5 : 5 = Strongly agree,5 : 5 = Strongly agree,5 : 5 = Strongly agree,4 : 4 = Agree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,2 : 2 = Rarely,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately available,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,2,3,3,1,3,3,2,1,1,1,1,3,5,4,5,5,5,4,5,1,5,2,2,2,4,3,3,2,3,3,4,3,2,1,2,5,5,5,5,5,5,3.8,3,3,4,-0.4680205438384748,2.0,3.0,3.0,2.5,3.5,-0.3313396532913672,1.9143231266792902,-1.460772851575446,-0.3360098935393877
fsbnr02,5 : Bachelor's degree,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,5 : 5 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,2 : 2 = Rarely,1111,5,3,4,2,3,5,3,1,1,2,1,4,4,4,4,2,4,4,4,4,4,3,3,3,4,2,3,4,4,3,2,2,2,4,2,2,4,4,4,4,4,3.2,3,3,3,-0.039602861158133,3.0,3.5,2.5,4.0,2.5,-1.3012840870283553,-0.08837403132678798,-0.40538607613855954,-0.10068104404773272
mtrfh13,5 : Bachelor's degree,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,4 : Private Housing – Rented,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,0,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,3,4,1,4,4,4,1,1,1,1,4,4,4,2,2,3,4,2,4,4,2,3,4,3,2,2,3,3,3,3,2,2,4,2,2,4,2,3,2,4,2.7,3,3,4,0.23626880481943077,2.5,3.5,2.0,3.0,3.0,-1.1622061918771658,-1.5370018824222733,-0.5082272660480917,-0.04151806079609567
tphyc15,3 : Secondary education,1 : No formal education,"3 : HKD 14,800–31,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),3 : 3 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,1,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,5 : 5 = Very often,3 : 3 = Sometimes,2 : 2 = Rarely,4 : 4 = Very available,5 : 5 = Very often,5 : 5 = Very often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,1,3,1,1,3,1,1,2,2,1,4,4,4,4,4,3,4,5,4,5,3,3,5,3,2,4,5,5,3,4,2,2,2,2,2,4,4,3,5,5,3.1,3,2,3,-1.120839847160431,3.0,4.0,3.0,5.0,3.5,-1.3866758007242417,0.8183721608397165,-2.083318645334743,-1.3858750198339753
ytjyn02,3 : Secondary education,2 : Primary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,1,1 : Never (0\%),1,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Sometimes,2 : 2 = Slightly available,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,2 : 2 = Rarely,1111,3,2,3,1,1,4,3,1,2,1,1,4,3,3,2,3,2,4,4,4,5,2,3,3,1,3,2,5,3,3,2,2,3,3,2,2,3,2,2,4,5,2.8,3,2,4,-0.6188595120186526,2.5,2.0,2.5,4.0,2.5,-0.9480732821496309,-0.499784903653142,-1.6475078749080694,-0.8662155381165975
QHYLA01,6 : Postgraduate degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",4 : Others,3 : Private Housing – Owned,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,0,1 : Never (0\%),1,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,6,6,4,4,3,5,5,1,1,1,1,2,3,2,4,2,2,1,4,2,2,3,3,4,4,3,3,3,1,3,4,4,4,4,5,4,3,4,2,4,2,3.6,3,3,4,0.8030436584929259,3.0,4.0,3.0,2.0,3.5,0.7682437718747306,-1.0965380240643396,1.2755403452781227,0.7003271788178768
mrciv20,3 : Secondary education,4 : Post-secondary education (non-degree),"4 : HKD 32,000–49,999",1 : Government or Aided school,4 : Private Housing – Rented,6 : 6 or more people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,3 : 3 = Not sure,1 : 1 = Strongly disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,4,4,1,4,6,3,1,2,1,1,3,4,4,5,4,3,1,2,1,4,4,3,2,2,3,4,4,4,3,4,3,2,2,5,5,4,5,3,2,4,3.5,3,2,4,-0.26410088099837503,3.5,2.0,3.5,4.0,3.5,0.3896430132236092,-0.5427099277598738,-0.7286290890808335,-0.24752320713494122
pgfgg05,3 : Secondary education,3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,2 : Rarely (around 1-33\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,1 : 1 = Never,1 : 1 = Never,2 : 2 = Slightly comfortable,3 : 3 = Sometimes,1111,3,3,3,1,3,4,3,1,2,2,1,1,4,2,2,4,2,2,4,1,5,3,2,2,2,3,3,1,1,2,3,5,4,2,4,5,4,2,2,4,5,3.7,3,2,3,-0.6686225088320018,2.5,2.0,3.0,1.0,2.5,1.22258171962493,0.11349608935184294,-1.1183490147145123,-0.5389461375571194
bytac30,2 : Primary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,4 : Private Housing – Rented,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"3 : No, I had limited or no access.",3 : Often unstable or slow,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Slightly available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,2,3,4,1,4,3,4,3,3,1,1,3,4,3,2,3,4,2,5,2,4,2,2,4,4,3,2,4,4,3,4,3,3,3,4,4,4,2,4,5,4,3.6,1,1,4,-1.3667052493607525,2.0,4.0,2.5,4.0,3.5,0.0002898421999757107,0.2275230448247082,-1.4129195648307789,0.01849795353524515
aiceyh27,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",1 : Government or Aided school,4 : Private Housing – Rented,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Sometimes,2 : 2 = Slightly available,4 : 4 = Often,2 : 2 = Rarely,4 : 4 = Very comfortable,2 : 2 = Rarely,1111,6,6,5,1,4,4,3,1,1,1,1,1,4,2,4,1,3,2,4,1,4,4,3,4,5,3,2,4,2,4,2,5,4,5,4,5,4,4,3,4,4,4.2,3,3,4,0.7055849511847746,3.5,4.5,2.5,3.0,3.0,1.429346267306605,0.0002551999446924712,1.1194638137213893,0.4125951228272977
atkkn24,3 : Secondary education,5 : Bachelor's degree,"2 : HKD 10,700–14,799",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,1,1,2 : Rarely (around 1-33\%),1,1 : 1 = Strongly disagree,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Rarely,2 : 2 = Slightly familiar,5 : 5 = Very often,1 : 1 = Never,2 : 2 = Rarely,4 : 4 = Very available,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,5,2,1,3,3,2,1,1,2,1,1,3,2,3,1,4,4,1,3,2,2,2,5,1,2,4,4,2,3,4,5,4,5,2,3,3,3,4,1,2,3.2,3,3,3,-0.41940746974095683,2.0,3.0,3.0,3.0,3.5,0.1595692360981025,-2.6334188585245233,-0.2920694464529594,-0.762001759566333
brpms17,5 : Bachelor's degree,3 : Secondary education,"1 : Below HKD 10,700",1 : Government or Aided school,4 : Private Housing – Rented,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,3 : Sometimes (around 34-66\%),1,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,1 : 1 = Never,4 : 4 = Very comfortable,2 : 2 = Rarely,1111,5,3,1,1,4,5,5,1,1,3,1,2,4,2,4,4,2,4,4,2,4,2,2,3,3,2,2,2,1,4,2,4,4,2,2,4,4,4,2,4,4,3.4,3,3,2,-0.3640188604382932,2.0,3.0,2.0,1.5,3.0,0.28115341752213224,0.1493590655115581,-0.5591316181968948,-1.555073639478682
JSBTJ01,3 : Secondary education,3 : Secondary education,"3 : HKD 14,800–31,999",3 : International school,3 : Private Housing – Owned,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,1,0,2 : Rarely (around 1-33\%),1,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Often,3 : 3 = Moderately familiar,5 : 5 = Very often,3 : 3 = Sometimes,5 : 5 = Very often,4 : 4 = Very available,4 : 4 = Often,2 : 2 = Rarely,4 : 4 = Very comfortable,3 : 3 = Sometimes,1111,3,3,3,3,3,3,4,1,1,2,1,1,5,1,4,2,2,2,4,1,5,4,3,5,3,5,4,4,2,4,3,5,5,4,4,5,5,4,2,4,5,4.3,3,3,3,-0.2872426049234358,3.5,4.0,4.5,3.0,3.5,1.6919343730078176,0.555186238689177,-0.9379052292975273,-0.04239233408436546
sijde28,4 : Post-secondary education (non-degree),3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Very often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,4,3,4,1,1,4,2,1,1,2,1,4,3,3,4,3,4,3,4,4,4,5,3,3,3,2,3,4,3,3,3,2,3,3,3,2,3,4,4,4,4,3.2,3,3,3,-0.26897216256603523,4.0,3.0,2.5,3.5,3.0,-1.1084132323327889,-0.3302916711909375,-0.8598828051983596,-0.819291604943929
bilgj22,6 : Postgraduate degree,4 : Post-secondary education (non-degree),"5 : HKD 50,000 or above",3 : International school,4 : Private Housing – Rented,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,6,4,5,3,4,3,5,1,2,2,1,2,4,2,4,2,2,4,5,2,4,3,3,3,2,3,3,3,2,3,4,4,4,4,2,4,4,4,2,5,4,3.7,3,2,3,0.27795695342431703,3.0,2.5,3.0,2.5,3.5,0.5188032849148833,0.4652890851728721,0.48332762196301915,0.6476457754417849
shkc28,6 : Postgraduate degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",4 : Others,3 : Private Housing – Owned,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,1,0,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,5,5,4,3,5,5,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,3.0,3,3,4,0.8203967372476108,3.5,3.0,3.0,3.0,3.0,-1.5585450533282017,0.08328248524311117,0.877002049534082,0.9565986691528956
