id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score
MAVNG13,5 : Bachelor's degree,4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",1 : Government or Aided school,4 : Private Housing – Rented,2 : 2 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,1,0,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,4,3,1,4,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,-0.28423624339751835,3.0,3.0,2.5,3.0,3.0,-0.44952256556344,-1.2850803977550864,-0.11775846821321204,-0.7842331645226869
cnays22,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,5 : 5 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,5,1,3,5,1,1,2,1,1,2,5,2,4,2,4,4,5,3,4,2,3,3,3,2,2,2,2,3,4,4,4,4,2,3,5,4,4,5,4,3.9,3,2,4,-0.017632771553558104,2.5,3.0,2.0,2.0,3.5,-0.09353518551860295,0.7427480829265429,0.37189956551985925,0.33679220585800473
ghjlv09,6 : Postgraduate degree,4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,5 : 5 = Very often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,5 : 5 = Very often,5 : 5 = Extremely available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,6,4,3,3,3,3,5,1,2,2,1,2,5,2,4,2,4,2,5,1,5,5,3,3,4,5,5,2,2,3,4,4,4,4,4,5,5,4,4,5,5,4.4,3,2,3,0.01831376107121891,4.0,3.5,5.0,2.0,3.5,1.0328015669489068,1.223842314711292,0.44737191599260695,0.25860124399312967
kdtit15,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,2 : 2 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,2 : 2 = Rarely,2 : 2 = Rarely,4 : 4 = Very available,2 : 2 = Rarely,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,6,5,3,3,2,5,1,1,1,1,4,2,2,4,2,4,2,4,1,4,3,3,4,2,2,4,2,1,3,3,2,4,4,4,5,2,4,4,4,4,3.7,3,3,4,0.9328652546694751,3.0,3.0,3.0,1.5,3.0,0.5193286147225566,-0.3466655993095169,1.4163019782525677,1.6818235105428767
twsma16,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,3 : Sometimes (around 34-66\%),1,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Sometimes,2 : 2 = Slightly available,5 : 5 = Very often,5 : 5 = Very often,3 : 3 = Moderately comfortable,2 : 2 = Rarely,1111,3,3,4,1,1,4,2,1,1,3,1,4,3,2,5,4,2,2,5,2,4,3,2,4,5,3,2,5,5,3,2,2,4,2,4,4,3,5,2,5,4,3.5,3,3,2,-0.5469328264668009,2.5,4.5,2.5,5.0,2.5,0.08513139227344606,0.45907894837193647,-1.142116031003265,-1.1157627640338534
duygma03,3 : Secondary education,4 : Post-secondary education (non-degree),"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,2 : 2 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Often,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,5 : 5 = Very often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,4,5,3,3,2,4,1,1,1,1,3,4,4,5,4,4,3,4,5,4,4,2,4,3,2,3,5,4,3,4,3,2,2,3,1,4,5,4,4,4,3.2,3,3,4,0.2471006190867402,3.0,3.5,2.5,4.5,3.5,-1.5939272304135763,0.09748740771282023,-0.4143309642183908,1.2383494894452332
cnlazu28,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,1,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,5,1,3,4,5,1,1,1,1,3,4,4,3,3,4,2,4,2,4,4,3,3,3,3,4,3,3,3,4,3,2,3,4,4,4,3,4,4,4,3.5,3,3,4,0.7046675875820588,3.5,3.0,3.5,3.0,3.5,-0.1690440722817853,-0.039346053875212866,0.4458805691057678,0.7957034195742478
zj j16,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,1 : Public Rental Housing (PRH),6 : 6 or more people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,0,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Often,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,4,2,1,6,2,1,2,2,1,4,4,3,4,2,4,4,4,4,4,4,2,4,4,4,3,4,3,3,3,2,3,4,2,2,4,4,4,4,4,3.3,3,2,3,-0.6524410643978031,3.0,4.0,3.5,3.5,3.0,-1.1061623487680183,-0.11321795645153486,-1.1113469849283055,-0.799889785234221
tcyga05,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,4 : 4 = Very comfortable,4 : 4 = Often,1111,3,3,4,1,3,4,3,1,2,2,1,2,2,4,2,1,2,1,5,2,4,4,3,3,5,3,3,2,2,4,4,4,2,5,5,4,2,2,2,5,4,3.5,3,2,3,-0.5388009126554528,3.5,4.0,3.0,2.0,4.0,0.6285921396363731,-0.6248607005298406,-1.0832745297199367,-0.21303725399818083
jedij31,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",4 : Others,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),0,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,5,4,3,4,5,1,1,1,0,3,4,4,4,4,3,4,5,4,4,4,3,4,3,3,3,3,2,3,3,3,2,2,2,2,4,4,3,5,4,3.1,3,3,4,0.7046675875820588,3.5,3.5,3.0,2.5,3.0,-1.2459653304237779,0.4963511606281383,0.585223796975026,1.0373065487602002
anlhl24,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,4,1,3,3,4,1,2,1,1,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,4,4,3,4,4,2.9,3,2,4,-0.26292924667788903,3.0,3.5,3.0,3.0,3.0,-1.4463359062482424,0.0015747314231424302,-1.069333523589672,0.3098278842915061
lsmyj16,4 : Post-secondary education (non-degree),3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,2 : Subsidised Home Ownership Housing,6 : 6 or more people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,1,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,1 : 1 = Not at all familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,2 : 2 = Slightly available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,4,3,3,1,2,6,2,1,1,1,1,4,4,4,3,4,4,4,4,4,4,3,1,3,4,2,2,4,4,3,3,2,2,2,2,2,4,3,4,4,4,2.9,3,3,4,-0.23656224450737082,2.0,3.5,2.0,4.0,3.0,-1.5647217781996823,-0.11259102716343404,-0.8996665940338657,-0.6873558386269895
nlsxa03,5 : Bachelor's degree,5 : Bachelor's degree,"4 : HKD 32,000–49,999",3 : International school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,1,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Often,2 : 2 = Slightly familiar,5 : 5 = Very often,3 : 3 = Sometimes,4 : 4 = Often,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,4,3,3,6,5,1,1,1,1,1,5,4,4,3,4,2,5,2,5,4,2,5,3,4,4,2,2,3,4,5,2,3,4,4,5,4,4,5,5,4.1,3,3,4,0.5748459914055096,3.0,4.0,4.0,2.0,3.5,0.34137260665655866,1.2341482401143615,0.520791770874931,0.529290040710689
grsse04,5 : Bachelor's degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",4 : Others,4 : Private Housing – Rented,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"3 : No, I had limited or no access.",2 : Generally stable but occasionally unreliable,0,0,1,1,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,4 : 4 = Very available,4 : 4 = Often,4 : 4 = Often,2 : 2 = Slightly comfortable,4 : 4 = Often,1111,5,6,4,4,4,4,3,3,2,2,1,3,4,4,4,4,3,4,4,4,4,3,2,4,4,4,4,4,4,2,4,3,2,2,2,2,4,4,3,4,4,3.0,1,2,3,-0.6902441619098516,2.5,4.0,4.0,4.0,3.0,-1.2263542315166824,0.008764624396925113,0.8021561029219081,-0.20978491982156527
cgtaty04,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",3 : International school,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Rarely,1 : 1 = Not at all familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very comfortable,4 : 4 = Often,1111,3,3,4,3,3,4,3,1,1,2,1,2,4,3,2,2,2,2,5,2,5,2,1,3,4,2,3,2,3,4,4,4,3,4,4,4,4,2,2,5,5,3.7,3,3,3,-0.271061160489237,1.5,3.5,2.5,2.5,4.0,0.6525914986724735,0.3146800650589648,-0.9439313018506784,0.02856587518777151
Kntae14,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,5 : 5 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,1,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,2 : 2 = Rarely,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,3,1,3,5,1,1,2,2,1,4,3,3,2,2,4,2,4,2,5,3,3,2,4,2,3,2,2,3,3,2,3,4,4,4,3,2,4,4,5,3.5,3,2,3,-0.43950747814186986,3.0,3.0,2.5,2.0,3.0,0.0032044548767874576,-0.27031431569876607,0.3289101469481698,-0.5829400252627576
MAD 1.00,5 : Bachelor's degree,5 : Bachelor's degree,"2 : HKD 10,700–14,799",1 : Government or Aided school,3 : Private Housing – Owned,5 : 5 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Often,4 : 4 = Very familiar,5 : 5 = Very often,2 : 2 = Rarely,5 : 5 = Very often,3 : 3 = Moderately available,5 : 5 = Very often,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,2,1,3,5,4,1,1,2,1,2,4,5,4,2,4,4,4,1,4,4,4,5,2,5,3,5,2,3,4,4,1,4,2,5,4,4,4,4,4,3.6,3,3,3,0.039331133074847736,4.0,3.5,4.0,3.5,3.5,0.12116755023436027,0.3480499080609935,0.33611052114554174,-0.6466139295552714
srykr29,5 : Bachelor's degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,4 : Often (above 67\%),1,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,2 : 2 = Disagree,3 : 3 = Not sure,5 : 5 = Very often,5 : 5 = Extremely familiar,5 : 5 = Very often,2 : 2 = Rarely,5 : 5 = Very often,4 : 4 = Very available,5 : 5 = Very often,5 : 5 = Very often,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,5,6,4,3,3,3,5,1,1,4,1,1,1,1,1,1,1,1,1,2,3,5,5,5,2,5,4,5,5,5,5,5,5,5,5,4,1,1,1,1,3,3.1,3,3,1,0.20061996612173352,5.0,3.5,4.5,5.0,5.0,1.534528143474965,-3.495784453485916,1.0945982880769725,0.15939929090709812
lnxge25,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,1,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,2 : 2 = Rarely,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,5,3,3,3,5,1,1,1,1,2,4,3,4,2,4,2,4,2,5,3,3,3,3,3,4,2,1,3,3,4,3,4,4,4,4,4,4,4,5,4.0,3,3,4,0.7046675875820588,3.0,3.0,3.5,1.5,3.0,0.46013775316261124,0.3822560612807795,0.6145813380805453,1.2194141732507728
htmlt27,5 : Bachelor's degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,4 : Often (above 67\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,5 : 5 = Very often,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,6,5,3,3,3,5,1,1,4,1,4,4,4,4,3,4,4,4,3,4,2,3,5,4,5,3,3,2,3,3,2,2,3,2,3,4,4,4,4,4,3.2,3,3,1,0.33044156229828253,2.5,4.5,4.0,2.5,3.0,-1.0373778948249677,0.12985430306331802,1.1296727730715481,0.4853081744660367
ttdz06,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",3 : International school,4 : Private Housing – Rented,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,3,3,4,3,2,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,2,2,-0.48809884063473313,3.0,3.0,3.0,3.0,3.0,-0.44952256556344,-1.2850803977550864,0.49410010825433237,-0.6680640563194712
lhrlb18,6 : Postgraduate degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,4 : 4 = Very available,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,6,5,5,3,3,5,5,1,2,1,1,1,4,1,4,2,3,2,5,2,5,3,2,4,3,2,4,3,1,3,4,5,5,4,4,4,4,4,3,5,5,4.3,3,2,4,0.5526569850813949,2.5,3.5,3.0,2.0,3.5,1.1629609525877085,0.7456368864163129,0.877002049534082,0.9565986691528956
hwcaj01,3 : Secondary education,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,5 : 5 = Strongly agree,2 : 2 = Disagree,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,2 : 2 = Slightly comfortable,3 : 3 = Sometimes,1111,3,5,3,1,1,4,2,1,1,1,1,3,4,4,4,4,4,3,5,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,4,4,4,4,5,3,3.4,3,3,4,-0.12735435932919423,3.0,2.5,2.0,2.0,2.5,-0.5213762325633157,0.45718976666759653,-0.3642840573555322,-0.7665679331391819
